img,attack,log10_pvalue,R,marked,param0
7,blur,-35.694909861511654,3165375.75,True,9.0
7,blur,-31.779402000528005,2403900.75,True,11.0
7,blur,-27.627596747243775,1783512.375,True,13.0
7,blur,-21.71186560780851,1132512.0,True,15.0
7,blur,-13.631789855869728,491177.34375,True,17.0
7,blur,-7.065438436245451,60064.21875,True,19.0
7,jpeg,-0.08612978317411332,-235799.171875,False,10.0
7,jpeg,-1.383962872121469,-198013.65625,False,20.0
7,jpeg,-2.8768699561964204,-139066.28125,False,30.0
7,jpeg,-3.539353965527686,-118755.359375,False,40.0
7,jpeg,-8.08243132862518,103878.84375,True,50.0
7,jpeg,-13.448185167619075,420995.9375,True,60.0
7,jpeg,-8.093861658237364,117703.8125,True,70.0
7,jpeg,-13.880673542729626,498572.90625,True,80.0
7,jpeg,-28.984140764480863,1799959.125,True,90.0
7,jpeg,-46.410393539092574,5977220.0,True,100.0
7,contrast,-0.26560847856381214,-42251.73046875,False,0.0
7,contrast,-45.88716954832468,5421893.5,True,0.5
7,contrast,-52.54134382545385,7999140.0,True,1.0
7,contrast,-41.74579210191695,4788303.0,True,1.5
7,contrast,-31.73903545642373,2632581.5,True,2.0
7,brightness,-45.1011180556155,5328627.5,True,0.5
7,brightness,-52.54134382545385,7999140.0,True,1.0
7,brightness,-43.79753687946742,4769613.0,True,1.5
7,brightness,-27.272622455148124,1564266.625,True,2.0
7,hue,-13.292774974643661,399981.4375,True,-0.5
7,hue,-27.584560450575996,1776065.75,True,-0.25
7,hue,-52.43579920819354,7827664.0,True,0.0
7,hue,-23.066945468654904,1069981.125,True,0.25
7,hue,-12.846842505665759,372251.125,True,0.5
7,hue,-22.842233535143738,1162592.5,True,0.2
8,none,-110.57882938121007,4398267.0,True,-1.0
8,meme_format,-44.74069979769127,443016.9375,True,-1.0
8,overlay_onto_screenshot,-0.02216145721008961,-28549.61328125,False,-1.0
8,rotation,-110.57882938121007,4398267.0,True,0.0
8,rotation,-34.50954902945404,508406.125,True,5.0
8,rotation,-31.442487617795358,427238.4375,True,10.0
8,rotation,-24.019110873587326,301675.78125,True,15.0
8,rotation,-23.507795415028884,290550.46875,True,20.0
8,rotation,-19.942599068091358,223135.5625,True,25.0
8,rotation,-21.68644254558779,223757.5625,True,30.0
8,rotation,-17.218938071593286,177385.734375,True,35.0
8,rotation,-18.384081491059693,189571.265625,True,40.0
8,center_crop,-3.5980080414331637,-165029.125,False,0.1
8,center_crop,-7.612145988819583,118233.125,True,0.2
8,center_crop,-12.869283991113404,320366.75,True,0.30000000000000004
8,center_crop,-20.14553488847641,641941.9375,True,0.4
8,center_crop,-14.730748584574226,247837.546875,True,0.5
8,center_crop,-21.8815903966771,388725.5625,True,0.6000000000000001
8,center_crop,-30.75405513132674,665017.5,True,0.7000000000000001
8,center_crop,-30.431404181417733,528594.25,True,0.8
8,center_crop,-27.548118480486814,529821.25,True,0.9
8,center_crop,-110.57882938121007,4398267.0,True,1.0
8,resize,-0.43492773672136315,-320566.125,False,0.1
8,resize,-1.2855355552383034,-223150.40625,False,0.2
8,resize,-2.250414123944774,-122508.65625,False,0.30000000000000004
8,resize,-6.794436422568439,22552.046875,True,0.4
8,resize,-8.900544745806839,56630.6796875,True,0.5
8,resize,-18.136153915347617,240025.0625,True,0.6000000000000001
8,resize,-26.771324722980804,443336.1875,True,0.7000000000000001
8,resize,-32.55882565788208,565396.25,True,0.8
8,resize,-37.66023325913682,725597.4375,True,0.9
8,resize,-110.57882938121007,4398267.0,True,1.0
8,blur,-90.77303439238995,2799342.0,True,3.0
8,blur,-79.57755652849369,2157533.25,True,5.0
8,blur,-68.78035085690975,1662871.25,True,7.0
8,blur,-59.84140507507517,1342699.5,True,9.0
8,blur,-52.073702483051136,1100076.875,True,11.0
8,blur,-41.513743368984585,805735.875,True,13.0
8,blur,-29.88279654292123,513471.0625,True,15.0
8,blur,-21.648775033859433,330364.3125,True,17.0
8,blur,-14.220347459482287,184862.90625,True,19.0
8,jpeg,-1.2048481826212298,-131278.71875,False,10.0
8,jpeg,-1.9194722124958152,-102317.15625,False,20.0
8,jpeg,-4.059457297165293,-37104.28125,False,30.0
8,jpeg,-7.337540337457703,23798.109375,True,40.0
8,jpeg,-11.315430708106978,89779.0703125,True,50.0
8,jpeg,-15.453561817405973,163426.3125,True,60.0
8,jpeg,-21.940605289381836,263381.25,True,70.0
8,jpeg,-33.978128137143635,512616.40625,True,80.0
8,jpeg,-60.54168191088423,1241176.125,True,90.0
8,jpeg,-97.80278359094338,3278727.75,True,100.0
8,contrast,-0.1694068219794577,-36790.19140625,False,0.0
8,contrast,-86.29880161788041,2552379.75,True,0.5
8,contrast,-110.57882938121007,4398267.0,True,1.0
8,contrast,-48.24634358318318,897261.25,True,1.5
8,contrast,-29.727661990380298,411330.75,True,2.0
8,brightness,-87.50635236716963,2645936.25,True,0.5
8,brightness,-110.57882938121007,4398267.0,True,1.0
8,brightness,-81.52603295595087,2261976.0,True,1.5
8,brightness,-58.87048148397636,1325342.75,True,2.0
8,hue,-32.503308110967374,450249.4375,True,-0.5
8,hue,-61.44522429980817,1079757.25,True,-0.25
8,hue,-110.1896688605208,4363585.0,True,0.0
8,hue,-51.02818075036187,933311.75,True,0.25
8,hue,-33.20421213055859,464923.46875,True,0.5
8,hue,-53.52223836618837,999776.875,True,0.2
